# ----------------------------------------
# Bike MS - Luminate Pages
# Landing Pages
# 20160401-20171214
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Bike Registration - Join Team from Team Page (Goal 4 Conversion Rate),Bike Registration - Join Team from Team Page (Goal 4 Completions),Bike Registration - Join Team from Team Page (Goal 4 Value)
/site/SPageServer/?pagename=BIKE_HOM_events&fr_id=28105,124,88.71%,110,21.77%,2.20,00:02:58,2.42%,3,$0.00
/site/Donation2?idb=201615539&df_id=57382&FR_ID=27876&mfc_pref=T&PROXY_ID=10152293&PROXY_TYPE=20&57382.donation=form1,123,83.74%,103,26.02%,2.42,00:04:07,0.00%,0,$0.00
/site/Donation2?idb=382111952&58221.donation=form1&df_id=58221&FR_ID=28384&mfc_pref=T&PROXY_ID=1890797&PROXY_TYPE=20,123,57.72%,71,30.89%,2.15,00:04:01,0.00%,0,$0.00
/site/Donation2?idb=1602402614&df_id=56530&56530.donation=form1&FR_ID=27426&mfc_pref=T&PROXY_ID=1772735&PROXY_TYPE=20,122,84.43%,103,13.11%,2.27,00:03:23,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_HIH_homepage,122,100.00%,122,95.90%,1.00,<00:00:01,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_view=report-personal&pc2_page=progress&fr_id=27170,121,19.01%,23,47.93%,1.80,00:03:13,0.00%,0,$0.00
/site/Donation2?idb=1237540763&df_id=55807&FR_ID=27037&mfc_pref=T&55807.donation=form1&PROXY_ID=12188945&PROXY_TYPE=20,120,67.50%,81,3.33%,2.54,00:03:49,0.00%,0,$0.00
/site/SPageServer/?pagename=BIKE_HOM_events&fr_id=27048,120,70.83%,85,12.50%,2.17,00:03:12,3.33%,4,$0.00
/site/Donation2?idb=765904061&df_id=47974&FR_ID=23737&PROXY_ID=365054&PROXY_TYPE=22&47974.donation=form1&FR_ID=23737&PROXY_TYPE=22&PROXY_ID=365054,119,94.12%,112,60.50%,1.45,00:00:42,0.00%,0,$0.00
/site/Donation2?58752.donation=form1&idb=192683219&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=16295384&PROXY_TYPE=20,117,34.19%,40,25.64%,1.71,00:03:11,0.00%,0,$0.00
/site/Donation2?idb=1195490283&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=11642887&PROXY_TYPE=20&NONCE_TOKEN=C52A570AFCB480967DDD2F8D4E9C1A38&s_subsrc=bfAphFbPfMsg&s_src=boundlessfundraising,117,14.53%,17,82.05%,1.20,00:00:37,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_aboutBikeMS&fr_id=27871,117,62.39%,73,29.06%,1.94,00:02:57,0.85%,1,$0.00
/site/PageNavigator/BIKE_CAS_PhotoGallery,116,61.21%,71,18.10%,1.57,00:03:33,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_view=report-personal&pc2_page=progress&fr_id=27149,115,14.78%,17,9.57%,1.96,00:03:47,0.00%,0,$0.00
/site/SPageServer/?s_subsrc=PAE-GS&pagename=BIKE_HOM_events&s_src=BMS-HOM-ADS,114,4.39%,5,19.30%,2.32,00:03:15,4.39%,5,$0.00
/site/Donation2?idb=1959212545&df_id=57754&FR_ID=28791&mfc_pref=T&PROXY_ID=15625831&57754.donation=form1&PROXY_TYPE=20&s_subsrc=:sub_source&s_src=boundlessfundraising,112,68.75%,77,29.46%,2.43,00:03:55,0.00%,0,$0.00
/site/Donation2?idb=1734940197&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=15054358&55820.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,111,3.60%,4,1.80%,1.21,00:02:22,0.00%,0,$0.00
/site/Donation2?idb=265377949&57774.donation=form1&df_id=57774&FR_ID=28197&mfc_pref=T&PROXY_ID=15703960&PROXY_TYPE=20&NONCE_TOKEN=22362CBA695D42A6300BB35327F9BDE8,111,0.90%,1,97.30%,1.05,00:00:24,0.00%,0,$0.00
/site/PageServer/?pagename=BIKE_NJM_bikeapparel,109,61.47%,67,76.15%,1.25,00:00:18,0.00%,0,$0.00
/site/SPageServer/?pagename=BIKE_HOM_splash&s_test=TRUE,109,12.84%,14,36.70%,5.39,00:13:37,2.75%,3,$0.00
/site/Donation2?idb=204678703&df_id=55827&FR_ID=27188&mfc_pref=T&PROXY_ID=1890797&PROXY_TYPE=20&55827.donation=form1,108,76.85%,83,57.41%,1.99,00:02:32,0.00%,0,$0.00
/site/Donation2?idb=2046698977&df_id=58223&58223.donation=form1&FR_ID=28892&mfc_pref=T&PROXY_ID=1953101&PROXY_TYPE=20,107,83.18%,89,12.15%,2.00,00:02:14,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc_2017&fr_id=28893,107,4.67%,5,42.06%,2.30,00:04:38,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_PAX_Landing_Page,105,14.29%,15,13.33%,4.10,00:03:50,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc_2017&fr_id=28196,105,1.90%,2,31.43%,2.35,00:04:51,0.95%,1,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=24838,105,31.43%,33,12.38%,3.94,00:06:55,1.90%,2,$0.00
/site/Donation2?idb=1203630519&57774.donation=form1&df_id=57774&FR_ID=28197&mfc_pref=T&PROXY_ID=15505541&PROXY_TYPE=20&NONCE_TOKEN=1019B96687682603CEE1E4FE559C0845,101,79.21%,80,15.84%,2.24,00:03:06,0.00%,0,$0.00
/site/SPageNavigator/BIKE_HOM_double_your_impact.html?s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,101,41.58%,42,24.75%,1.18,00:00:11,0.00%,0,$0.00
/site/Donation2?idb=1253526231&df_id=55807&FR_ID=27037&mfc_pref=T&55807.donation=form1&PROXY_ID=8707783&PROXY_TYPE=20,99,64.65%,64,25.25%,2.88,00:03:10,0.00%,0,$0.00
/site/Donation2?idb=865711362&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=6949640&PROXY_TYPE=20&55952.donation=form1,98,26.53%,26,76.53%,1.41,00:02:26,0.00%,0,$0.00
/site/Donation2?57798.donation=form1&idb=946277130&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=8630782&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,97,88.66%,86,50.52%,1.35,00:01:51,0.00%,0,$0.00
/site/Donation2?idb=1354067682&df_id=58680&58680.donation=form1&FR_ID=29046&mfc_pref=T&PROXY_ID=8587852&PROXY_TYPE=20&amp;df_id=58680&idb=2051496083&amp;FR_ID=29046&amp;PROXY_ID=8587852&amp;58680.donation=root&amp;PROXY_TYPE=20&amp;mfc_pref=T,97,78.35%,76,18.56%,2.09,00:03:14,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_PAE_vip,97,58.76%,57,36.08%,1.55,00:01:18,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_TXH_SA_SOCIETY_LOGOS,97,54.64%,53,38.14%,1.29,00:00:40,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=25529,96,9.38%,9,5.21%,3.98,00:04:11,0.00%,0,$0.00
/site/SPageServer/?pagename=BIKE_HOM_events&fr_id=27043,96,73.96%,71,17.71%,1.77,00:02:10,0.00%,0,$0.00
/site/Donation2?idb=400670463&df_id=57897&57897.donation=form1&FR_ID=28311&mfc_pref=T&PROXY_ID=7822933&PROXY_TYPE=20,95,70.53%,67,47.37%,1.76,00:01:56,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_IDI_homepage,95,72.63%,69,63.16%,1.79,00:01:30,0.00%,0,$0.00
/site/Donation2?idb=1227742618&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=514720&PROXY_TYPE=22,94,50.00%,47,12.77%,1.94,00:02:14,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_CAL_FAQ,94,68.09%,64,72.34%,1.33,00:00:52,1.06%,1,$0.00
/site/PageServer?pagename=BIKE_PAE_epledge,93,64.52%,60,19.35%,2.63,00:02:38,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_aboutBikeMS&fr_id=27063,93,70.97%,66,18.28%,2.12,00:02:21,1.08%,1,$0.00
/site/Donation2?idb=776175268&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=12250228&55820.donation=form1&PROXY_TYPE=20,92,60.87%,56,43.48%,2.01,00:03:20,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_view=report-personal&pc2_page=progress&fr_id=27059,92,25.00%,23,27.17%,1.92,00:02:34,0.00%,0,$0.00
/site/Donation2?idb=1841291751&df_id=58509&58509.donation=form1&FR_ID=28911&mfc_pref=T&PROXY_ID=499605&PROXY_TYPE=22,91,75.82%,69,54.95%,1.32,00:01:11,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_view=report-team&pc2_page=tprogress&fr_id=27003,90,5.56%,5,28.89%,2.40,00:04:09,0.00%,0,$0.00
/site/Donation2?idb=1719037167&df_id=57849&FR_ID=28272&mfc_pref=T&PROXY_ID=16174821&PROXY_TYPE=20&57849.donation=form1,89,78.65%,70,42.70%,1.66,00:02:01,0.00%,0,$0.00
/site/Donation2?idb=180631437&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=10440696&PROXY_TYPE=20,89,76.40%,68,10.11%,2.10,00:05:15,0.00%,0,$0.00
/site/Donation2?idb=244803902&df_id=58684&FR_ID=29045&mfc_pref=T&PROXY_ID=14368688&PROXY_TYPE=20&58684.donation=form1&NONCE_TOKEN=35F2073586EFC2AAED6EF345A81B3601&s_tafId=565692,89,35.96%,32,74.16%,1.21,00:02:47,0.00%,0,$0.00
/site/SPageNavigator/BIKE_WIG_Survey.html,89,38.20%,34,74.16%,1.56,00:02:00,1.12%,1,$0.00
/site/Donation2?58752.donation=form1&idb=336045571&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=15696273&PROXY_TYPE=20&NONCE_TOKEN=71F5B01E4BF41C922200E50EF16D06FF,88,75.00%,66,29.55%,1.78,00:02:31,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_view=report-team&pc2_page=tprogress&fr_id=27043,87,16.09%,14,25.29%,1.61,00:02:22,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_view=report-team&pc2_page=tprogress&fr_id=27923,87,28.74%,25,33.33%,1.51,00:03:41,0.00%,0,$0.00
/site/Donation2?idb=2134909170&df_id=55896&FR_ID=27080&mfc_pref=T&PROXY_ID=13466529&PROXY_TYPE=20&55896.donation=form1,86,80.23%,69,61.63%,1.84,00:02:29,0.00%,0,$0.00
/site/Donation2?idb=854599959&df_id=57754&FR_ID=28791&mfc_pref=T&PROXY_ID=14061133&57754.donation=form1&PROXY_TYPE=20,86,75.58%,65,26.74%,2.00,00:03:01,0.00%,0,$0.00
/site/MessageViewer?em_id=224197.0&dlv_id=287780,86,94.19%,81,97.67%,1.05,00:00:02,0.00%,0,$0.00
/site/SPageServer/?list_category_id=1556&starting_postal=02125&pagename=BIKE_HOM_events&s_src=BMS-HOM-ADS&s_subsrc=MAM-GS,86,74.42%,64,59.30%,1.69,00:00:28,1.16%,1,$0.00
/site/Donation2?idb=1195525717&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=499498&PROXY_TYPE=22,85,65.88%,56,37.65%,1.80,00:02:52,0.00%,0,$0.00
/site/Donation2?idb=78409209&df_id=58684&FR_ID=29045&mfc_pref=T&PROXY_ID=9960037&PROXY_TYPE=20&58684.donation=form1&amp;df_id=58684&idb=226910826&amp;FR_ID=29045&amp;PROXY_ID=9960037&amp;58684.donation=root&amp;PROXY_TYPE=20&amp;mfc_pref=T,85,95.29%,81,90.59%,1.25,00:00:18,0.00%,0,$0.00
/site/Donation2?idb=879139592&df_id=57991&57991.donation=form1&FR_ID=28813&mfc_pref=T&PROXY_ID=1772735&PROXY_TYPE=20,85,88.24%,75,9.41%,2.36,00:03:50,0.00%,0,$0.00
/site/SPageNavigator/BIKE_HOM_splash.html?NONCE_TOKEN=D6A76CA8D4CD3C1BD393BD8E4B929C6A,85,84.71%,72,70.59%,1.46,00:00:31,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=28105&NONCE_TOKEN=97F4A0B4BB44C204CCE7466F54DD1131,85,0.00%,0,16.47%,2.81,00:05:12,0.00%,0,$0.00
/site/Donation2?idb=1686775753&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=5884358&PROXY_TYPE=20,84,69.05%,58,30.95%,2.05,00:03:13,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_WIG_Center,84,52.38%,44,26.19%,2.30,00:01:56,0.00%,0,$0.00
/site/Donation2?idb=1689403910&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=7595479&PROXY_TYPE=20,83,81.93%,68,49.40%,1.83,00:02:32,0.00%,0,$0.00
/site/Donation2?idb=732692686&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=13423545&PROXY_TYPE=20,83,89.16%,74,36.14%,2.06,00:02:33,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_aboutBikeMS&fr_id=27707,83,78.31%,65,22.89%,2.67,00:03:11,0.00%,0,$0.00
/site/SPageServer/?s_subsrc=adwords-link-awareness&pagename=BIKE_HOM_splash&s_src=bike-fy17-ild-reg-display,83,83.13%,69,63.86%,1.57,00:01:17,0.00%,0,$0.00
/site/Donation2?idb=1767681245&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=7596702&PROXY_TYPE=20&df_id=57826&idb=2001390609&FR_ID=28263&PROXY_ID=7596702&57826.donation=root&PROXY_TYPE=20&mfc_pref=T,82,85.37%,70,13.41%,2.32,00:03:34,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_MNM_CC_Details,82,87.80%,72,64.63%,1.33,00:00:58,0.00%,0,$0.00
/site/SPageServer?list_category_id=1893&starting_postal=44212&pagename=BIKE_HOM_events&s_src=BMS-HOM-ADS&s_subsrc=OHA-OHI-CYC-FB-97547274,82,96.34%,79,80.49%,1.32,00:00:40,0.00%,0,$0.00
/site/Donation2?idb=838716202&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=15467132&PROXY_TYPE=20&55952.donation=form1,80,70.00%,56,57.50%,1.96,00:02:33,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_MOS_Route,80,78.75%,63,36.25%,1.61,00:02:31,0.00%,0,$0.00
/site/SPageServer/?pagename=BIKE_HOM_events&fr_id=27690,80,62.50%,50,7.50%,2.38,00:02:56,2.50%,2,$0.00
/site/Donation2?57677.donation=form1&idb=952470796&df_id=57677&FR_ID=28104&mfc_pref=T&PROXY_ID=3961934&PROXY_TYPE=20&s_subsrc=bfDskFbPfPrbdg&s_src=boundlessfundraising,79,43.04%,34,53.16%,1.57,00:01:29,0.00%,0,$0.00
/site/Donation2?idb=354904425&df_id=57786&FR_ID=28207&mfc_pref=T&PROXY_ID=9381298&57786.donation=form1&PROXY_TYPE=20,79,67.09%,53,25.32%,2.29,00:04:04,0.00%,0,$0.00
/site/Donation2?idb=545506109&df_id=55837&55837.donation=form1&FR_ID=27039&mfc_pref=T&PROXY_ID=2119517&PROXY_TYPE=20,79,73.42%,58,35.44%,1.90,00:02:33,0.00%,0,$0.00
/site/Donation2?idb=722117997&df_id=58509&58509.donation=form1&FR_ID=28911&mfc_pref=T&PROXY_ID=14507899&PROXY_TYPE=20&NONCE_TOKEN=E88582140D401D261457BE08A620450D,79,62.03%,49,51.90%,1.67,00:01:05,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_aboutBikeMS&fr_id=27092,79,65.82%,52,22.78%,2.48,00:03:34,1.27%,1,$0.00
/site/SPageServer?pagename=BIKE_HOM_events&state=MD&date_range=current,79,3.80%,3,12.66%,3.30,00:03:01,0.00%,0,$0.00
/site/Donation2?idb=1665209039&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=7845362&PROXY_TYPE=20,78,80.77%,63,10.26%,2.26,00:02:50,0.00%,0,$0.00
/site/PageServer?pagename=page_not_found,78,57.69%,45,41.03%,2.21,00:02:09,1.28%,1,$0.00
/site/Donation2?idb=1310244820&58538.donation=form1&df_id=58538&FR_ID=28921&mfc_pref=T&PROXY_ID=4396710&PROXY_TYPE=20,77,51.95%,40,6.49%,2.19,00:02:38,0.00%,0,$0.00
/site/Donation2?idb=311362820&df_id=57849&FR_ID=28272&mfc_pref=T&PROXY_ID=494376&PROXY_TYPE=22&57849.donation=form1&NONCE_TOKEN=C02136FF140C11CC076E7381DBF80855,77,79.22%,61,20.78%,1.29,00:01:01,0.00%,0,$0.00
/site/Donation2?idb=782291195&df_id=57772&FR_ID=28196&mfc_pref=T&PROXY_ID=16080112&PROXY_TYPE=20&57772.donation=form1&NONCE_TOKEN=1A673F60F6D59116C66D78CE7916F3F9&s_subsrc=bfIphFbPfSched&s_src=boundlessfundraising,77,42.86%,33,31.17%,2.23,00:01:58,0.00%,0,$0.00
/site/PageServer/?pagename=BIKE_NCT_Landing_Page,76,7.89%,6,2.63%,1.45,00:01:31,0.00%,0,$0.00
/site/SPageServer/?NONCE_TOKEN=05B01C66839074747A4B6F8597D03617&pagename=BIKE_HOM_events,76,60.53%,46,38.16%,2.22,00:01:51,0.00%,0,$0.00
/site/SPageServer/?s_subsrc=:sub_source&pagename=BIKE_HOM_events&s_src=boundlessfundraising,76,5.26%,4,57.89%,2.11,00:01:43,1.32%,1,$0.00
/site/SPageServer/?s_subsrc=adwords-link-awareness&pagename=BIKE_HOM_splash&s_src=bike-fy17-txh-reg-display,76,86.84%,66,65.79%,1.43,00:00:33,1.32%,1,$0.00
/site/Donation2?idb=1662417875&df_id=57786&FR_ID=28207&mfc_pref=T&PROXY_ID=9994166&57786.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=F228AFD1AF5D2360F346A8C82751A1ED&s_subsrc=:sub_source&s_src=boundlessfundraising,75,20.00%,15,13.33%,2.69,00:03:01,0.00%,0,$0.00
/site/Donation2?idb=563291059&57801.donation=form1&df_id=57801&FR_ID=28217&mfc_pref=T&PROXY_ID=14002040&PROXY_TYPE=20,74,79.73%,59,47.30%,1.45,00:01:15,0.00%,0,$0.00
/site/Donation2?idb=63455572&df_id=55822&FR_ID=27695&mfc_pref=T&PROXY_ID=13083345&PROXY_TYPE=20&55822.donation=form1&s_subsrc=bfItbFbPfSched&s_src=boundlessfundraising,74,94.59%,70,78.38%,1.36,00:01:21,0.00%,0,$0.00
/site/Donation2?idb=959573027&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=6359106&PROXY_TYPE=20,74,79.73%,59,22.97%,2.28,00:04:00,0.00%,0,$0.00
/site/Donation2?idb=757274082&df_id=56663&FR_ID=27719&mfc_pref=T&PROXY_ID=2057026&PROXY_TYPE=20&56663.donation=form1,73,68.49%,50,36.99%,2.33,00:03:00,0.00%,0,$0.00
/site/PageServer/?pagename=BIKE_CAL_ePledge,73,67.12%,49,30.14%,2.40,00:02:43,0.00%,0,$0.00
/site/SPageNavigator/BIKE_HOM_splash.html?NONCE_TOKEN=6718AA972D7122D8468CDFD112B39F90,73,1.37%,1,8.22%,2.67,00:03:53,4.11%,3,$0.00
/site/SPageServer/?s_subsrc=adwords-link-awareness&pagename=BIKE_HOM_splash&s_src=bike-fy17-nct-reg-display,73,90.41%,66,52.05%,1.88,00:00:50,0.00%,0,$0.00
/site/Donation2?idb=1265842651&df_id=56599&FR_ID=27690&mfc_pref=T&PROXY_ID=15218366&PROXY_TYPE=20&56599.donation=form1&s_subsrc=bfAphGfSelf&s_src=boundlessfundraising,72,69.44%,50,20.83%,1.75,00:01:34,0.00%,0,$0.00
/site/Donation2?idb=2088491788&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=2012775&55820.donation=form1&PROXY_TYPE=20,72,91.67%,66,6.94%,2.64,00:02:48,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_view=report-personal&pc2_page=progress&fr_id=27923,72,25.00%,18,44.44%,1.65,00:01:57,0.00%,0,$0.00
/site/Donation2?idb=1623868272&df_id=57754&FR_ID=28791&mfc_pref=T&PROXY_ID=15646467&57754.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=1992BB8124A437268DC51C3FCA90FA48&s_subsrc=bfIphFbPfMsg&s_src=boundlessfundraising,71,76.06%,54,54.93%,1.48,00:01:12,0.00%,0,$0.00
/site/Donation2?idb=579938683&df_id=56012&FR_ID=27170&mfc_pref=T&PROXY_ID=2371190&PROXY_TYPE=20&56012.donation=form1,71,88.73%,63,39.44%,2.49,00:02:59,0.00%,0,$0.00
/site/MessageViewer?em_id=211305.0&dlv_id=272304,71,35.21%,25,46.48%,3.44,00:03:00,0.00%,0,$0.00
/site/PageServer/?pagename=BIKE_PAE_press,71,56.34%,40,43.66%,1.70,00:02:56,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center,71,52.11%,37,22.54%,4.44,00:06:12,2.82%,2,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=24776,71,25.35%,18,14.08%,3.86,00:04:52,1.41%,1,$0.00
/site/Donation2?idb=1174058846&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=14550872&PROXY_TYPE=20&55952.donation=form1,70,75.71%,53,47.14%,2.14,00:04:10,0.00%,0,$0.00
/site/Donation2?idb=1311853596&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=6296944&55820.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=D6C9ABB3C2AEB7A798354BBDDC4B2ACE,70,77.14%,54,5.71%,2.27,00:04:25,0.00%,0,$0.00
/site/Donation2?idb=1736082670&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=464780&PROXY_TYPE=22&55952.donation=form1,70,64.29%,45,44.29%,2.27,00:04:49,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_DCW_matching_gifts,70,70.00%,49,45.71%,1.61,00:02:23,0.00%,0,$0.00
/site/SPageServer/?pagename=BIKE_HOM_events&fr_id=27170,70,77.14%,54,20.00%,1.67,00:02:09,1.43%,1,$0.00
/site/SPageServer/?s_subsrc=adwords-link&pagename=BIKE_HOM_splash&s_scr=bike-fy17-txh-reg-cpc,69,63.77%,44,60.87%,1.96,00:01:48,0.00%,0,$0.00
/site/Donation2?57798.donation=form1&idb=897453452&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15629322&PROXY_TYPE=20,68,73.53%,50,30.88%,1.96,00:03:28,0.00%,0,$0.00
/site/Donation2?57798.donation=form1&idb=943465891&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=11497022&PROXY_TYPE=20&NONCE_TOKEN=F1FC8AA5FA3CCD0103856275D3E9004C,68,73.53%,50,5.88%,1.72,00:02:58,0.00%,0,$0.00
/site/Donation2?idb=1699678970&df_id=55827&FR_ID=27178&mfc_pref=T&PROXY_ID=1953101&PROXY_TYPE=20&55827.donation=form1,68,88.24%,60,35.29%,2.47,00:03:00,0.00%,0,$0.00
/site/Donation2?idb=181970953&df_id=58509&58509.donation=form1&FR_ID=28911&mfc_pref=T&PROXY_ID=1835360&PROXY_TYPE=20,68,92.65%,63,5.88%,2.29,00:04:28,0.00%,0,$0.00
/site/Donation2?idb=316911287&df_id=58231&FR_ID=28894&mfc_pref=T&58231.donation=form1&PROXY_ID=16122933&PROXY_TYPE=20&NONCE_TOKEN=E8C0362A28306997C6E5F52A720E5257&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,68,14.71%,10,73.53%,1.41,00:02:05,0.00%,0,$0.00
/site/Donation2?idb=422017502&df_id=57382&FR_ID=27876&mfc_pref=T&PROXY_ID=6752299&PROXY_TYPE=20&57382.donation=form1&amp;57382.donation=root&amp;df_id=57382&idb=559120404&amp;FR_ID=27876&amp;PROXY_ID=6752299&amp;PROXY_TYPE=20&amp;mfc_pref=T,68,76.47%,52,20.59%,2.78,00:03:22,0.00%,0,$0.00
/site/Donation2?idb=675076149&df_id=55810&55810.donation=form1&FR_ID=27711&mfc_pref=T&PROXY_ID=11551849&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,68,75.00%,51,47.06%,2.18,00:02:58,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_MAM_FAQ,68,58.82%,40,58.82%,1.57,00:01:46,0.00%,0,$0.00
/site/Donation2?idb=1403558223&df_id=58680&58680.donation=form1&FR_ID=29046&mfc_pref=T&PROXY_ID=2738058&PROXY_TYPE=20,67,71.64%,48,8.96%,2.28,00:03:26,0.00%,0,$0.00
/site/Donation2?idb=1432826977&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15679841&PROXY_TYPE=20&NONCE_TOKEN=2D17AA7C96F6ED472DA27C30A8C6295D&s_subsrc=bfIphPfClct&s_src=boundlessfundraising,67,50.75%,34,56.72%,1.69,00:03:00,0.00%,0,$0.00
/site/Donation2?idb=476858825&df_id=58680&58680.donation=form1&FR_ID=29046&mfc_pref=T&PROXY_ID=10152293&PROXY_TYPE=20,67,83.58%,56,16.42%,2.51,00:03:31,0.00%,0,$0.00
/site/Donation2?idb=481900018&df_id=56881&FR_ID=27865&mfc_pref=T&PROXY_ID=7295791&PROXY_TYPE=20&56881.donation=form1,67,76.12%,51,61.19%,1.84,00:01:31,0.00%,0,$0.00
/site/Donation2?idb=579076030&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=11277435&55820.donation=form1&PROXY_TYPE=20,67,92.54%,62,11.94%,2.70,00:04:38,0.00%,0,$0.00
/site/Donation2?idb=743180252&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=460150&PROXY_TYPE=22,67,79.10%,53,35.82%,2.22,00:02:17,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_COC_Colorado_Two_Day,67,52.24%,35,10.45%,2.52,00:01:46,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_WIG_Teams,67,80.60%,54,43.28%,1.39,00:01:04,0.00%,0,$0.00
/site/PageServer/?pagename=BIKE_UTU_FAQ,67,74.63%,50,71.64%,1.34,00:00:53,0.00%,0,$0.00
/site/Donation2?idb=395271891&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=14866734&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,66,53.03%,35,25.76%,1.71,00:02:59,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_events_registered,66,30.30%,20,37.88%,2.44,00:04:34,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc_2017&fr_id=28222,66,3.03%,2,37.88%,2.09,00:02:58,1.52%,1,$0.00
/site/Donation2?idb=1412290634&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=15366016&PROXY_TYPE=20&55825.donation=form1&s_subsrc=:sub_source&s_src=boundlessfundraising,65,63.08%,41,53.85%,1.91,00:01:58,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_PAE_vip_tshirts,65,87.69%,57,81.54%,1.02,00:00:12,0.00%,0,$0.00
