# ----------------------------------------
# Bike MS - Luminate Pages
# Exit Pages
# 20160401-20171214
# ----------------------------------------

Page,Exits,Pageviews,% Exit
/site/Donation2?idb=103759773&58538.donation=form1&df_id=58538&FR_ID=28921&mfc_pref=T&PROXY_ID=15999577&PROXY_TYPE=20&NONCE_TOKEN=C70F80EC2E53ADF4E2D8AA45574FA928,24,50,48.00%
/site/Donation2?idb=1373832841&df_id=55808&FR_ID=27498&mfc_pref=T&PROXY_ID=455120&55808.donation=form1&PROXY_TYPE=22,24,49,48.98%
/site/Donation2?idb=1437073238&df_id=57873&FR_ID=28287&mfc_pref=T&57873.donation=form1&PROXY_ID=15832663&PROXY_TYPE=20&NONCE_TOKEN=F00593F549685C0FDC644C91AED60E15&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,24,32,75.00%
/site/Donation2?idb=1439843851&df_id=58694&FR_ID=29048&mfc_pref=T&PROXY_ID=15444177&PROXY_TYPE=20&58694.donation=form1&NONCE_TOKEN=8F902E9824827156378BBC713D6E7B97&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,24,25,96.00%
/site/Donation2?idb=1473100320&df_id=57382&FR_ID=27876&mfc_pref=T&PROXY_ID=15436874&PROXY_TYPE=20&57382.donation=form1&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,24,60,40.00%
/site/Donation2?idb=1490162834&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=15486342&PROXY_TYPE=20&55825.donation=form1&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,24,32,75.00%
/site/Donation2?idb=1491524706&df_id=55827&FR_ID=27188&mfc_pref=T&PROXY_ID=3378171&PROXY_TYPE=20&55827.donation=form1,24,34,70.59%
/site/Donation2?idb=1513307337&df_id=55802&FR_ID=27775&mfc_pref=T&PROXY_ID=6952642&PROXY_TYPE=20&55802.donation=form1,24,57,42.11%
/site/Donation2?57677.donation=form1&idb=1077175267&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=1897688&PROXY_TYPE=20&NONCE_TOKEN=2C6B41F0396151A36B61EF70973DA431&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,23,25,92.00%
/site/Donation2?57798.donation=form1&idb=270375237&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=1684533&PROXY_TYPE=20&NONCE_TOKEN=AE176FB091B76F8EC31BC341443CCF23&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,23,30,76.67%
/site/Donation2?57798.donation=form1&idb=66419809&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=12513423&PROXY_TYPE=20,23,52,44.23%
/site/Donation2?57798.donation=form1&idb=895168874&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15785700&PROXY_TYPE=20&NONCE_TOKEN=CAD055D0466CF0793DA751EEE8E52F70&s_tafId=538648,23,40,57.50%
/site/Donation2?idb=1098400499&df_id=57667&FR_ID=28099&mfc_pref=T&PROXY_ID=14738223&57667.donation=form1&PROXY_TYPE=20&s_subsrc=bfIphEmPfMsg&s_src=boundlessfundraising,23,34,67.65%
/site/Donation2?idb=1112027563&df_id=58618&FR_ID=28790&mfc_pref=T&PROXY_ID=15677294&PROXY_TYPE=20&58618.donation=form1&NONCE_TOKEN=70232F9636862AEFDECD810DD7052210,23,32,71.88%
/site/Donation2?idb=1154815979&df_id=58830&FR_ID=29059&mfc_pref=T&PROXY_ID=4242229&58830.donation=form1&PROXY_TYPE=20&amp;df_id=58830&idb=344661326&amp;FR_ID=29059&amp;PROXY_ID=4242229&amp;58830.donation=root&amp;PROXY_TYPE=20&amp;mfc_pref=T,23,46,50.00%
/site/Donation2?idb=1265249472&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=15396809&PROXY_TYPE=20&55825.donation=form1,23,41,56.10%
/site/Donation2?idb=1272534995&df_id=55846&FR_ID=27003&mfc_pref=T&PROXY_ID=14890709&55846.donation=form1&PROXY_TYPE=20&s_subsrc=bfIphFbPfMsg&s_src=boundlessfundraising,23,36,63.89%
/site/Donation2?idb=128997540&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=494462&PROXY_TYPE=22,23,32,71.88%
/site/Donation2?idb=130338397&df_id=58284&58284.donation=form1&FR_ID=28897&mfc_pref=T&PROXY_ID=9606031&PROXY_TYPE=20,23,36,63.89%
/site/Donation2?idb=1412534796&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15600741&PROXY_TYPE=20&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,23,35,65.71%
/site/Donation2?idb=1491071369&df_id=55817&FR_ID=27041&mfc_pref=T&PROXY_ID=5853407&PROXY_TYPE=20&55817.donation=form1&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,23,39,58.97%
/site/Donation2?NONCE_TOKEN=A08DDB9B724C9F102AC1A5E515C6917B&df_id=57826&PROXY_TYPE=20&idb=241029093&mfc_pref=T&PROXY_ID=15541812&57826.donation=form1&FR_ID=28263,23,50,46.00%
/site/Donation2?57061.donation=form1&idb=1989893694&df_id=57061&FR_ID=27871&mfc_pref=T&PROXY_ID=12494473&PROXY_TYPE=20,22,25,88.00%
/site/Donation2?57677.donation=form1&idb=1768816788&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=7874082&PROXY_TYPE=20,22,39,56.41%
/site/Donation2?57677.donation=form1&idb=1930403679&df_id=57677&FR_ID=28104&mfc_pref=T&PROXY_ID=515905&PROXY_TYPE=22,22,25,88.00%
/site/Donation2?57677.donation=form1&idb=471553483&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=6885884&PROXY_TYPE=20,22,69,31.88%
/site/Donation2?57798.donation=form1&idb=731083185&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=16216406&PROXY_TYPE=20&NONCE_TOKEN=B8AE3E60EE78D24C6790C5F9E0D868FA,22,36,61.11%
/site/Donation2?58752.donation=form1&idb=321297242&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=16093810&PROXY_TYPE=20,22,86,25.58%
/site/Donation2?idb=102045256&df_id=55821&FR_ID=27053&mfc_pref=T&PROXY_ID=1880401&55821.donation=form1&PROXY_TYPE=20,22,56,39.29%
/site/Donation2?idb=106072155&df_id=57382&FR_ID=27876&mfc_pref=T&PROXY_ID=13811644&PROXY_TYPE=20&57382.donation=form1,22,44,50.00%
/site/Donation2?idb=1073374201&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=15411727&PROXY_TYPE=20&55952.donation=form1,22,47,46.81%
/site/Donation2?idb=1090732112&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15638456&PROXY_TYPE=20,22,43,51.16%
/site/Donation2?idb=1131090003&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15640936&PROXY_TYPE=20&amp;df_id=57826&amp;FR_ID=28263&amp;PROXY_ID=15640936&amp;57826.donation=root&amp;PROXY_TYPE=20&amp;mfc_pref=T,22,26,84.62%
/site/Donation2?idb=1145925514&df_id=57778&57778.donation=form1&FR_ID=28205&mfc_pref=T&PROXY_ID=4393020&PROXY_TYPE=20&s_subsrc=bfDskFbPfPrbdg&s_src=boundlessfundraising,22,38,57.89%
/site/Donation2?idb=1150375310&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=7714468&PROXY_TYPE=20&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,22,40,55.00%
/site/Donation2?idb=1158916873&df_id=55807&FR_ID=27037&mfc_pref=T&55807.donation=form1&PROXY_ID=453406&PROXY_TYPE=22,22,50,44.00%
/site/Donation2?idb=1229324800&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=14672187&PROXY_TYPE=20&NONCE_TOKEN=45458335E69DCE417BD300B5ED5C1745&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,22,42,52.38%
/site/Donation2?idb=1317170011&df_id=58680&58680.donation=form1&FR_ID=29046&mfc_pref=T&PROXY_ID=16206753&PROXY_TYPE=20,22,36,61.11%
/site/Donation2?idb=1374181397&df_id=58684&FR_ID=29045&mfc_pref=T&PROXY_ID=12762071&PROXY_TYPE=20&58684.donation=form1&NONCE_TOKEN=17CC4058D9D6428BF88FF4990B95B9C2&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,22,25,88.00%
/site/Donation2?idb=1391407862&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=14787164&PROXY_TYPE=20,22,37,59.46%
/site/Donation2?idb=1394858933&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=15615992&55820.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=1108A4EA6658D1202B18FE5398CDD9D2&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,22,29,75.86%
"/site/Donation2?idb=139612228&df_id=55823&FR_ID=27707&mfc_pref=T&PROXY_ID=1797709&55823.donation=form1&PROXY_TYPE=20&s_isRegistrationThanks=true,undiscounted_amount-$70.00,discount_code-TEAMFACLON2016,discounted_amount-$15.00,total_amount-$55.00",22,32,68.75%
/site/Donation2?idb=1494027288&df_id=55818&FR_ID=27042&mfc_pref=T&PROXY_ID=1750573&PROXY_TYPE=20&55818.donation=form1,22,53,41.51%
/site/Donation2?idb=1554714474&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=14739736&PROXY_TYPE=20,22,42,52.38%
/site/Donation2?idb=165741378&df_id=55810&55810.donation=form1&FR_ID=27711&mfc_pref=T&PROXY_ID=14768854&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,22,22,100.00%
/site/Donation2?idb=1774386421&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=14810428&55820.donation=form1&PROXY_TYPE=20,22,38,57.89%
/site/Donation2?55835.donation=form1&idb=941023088&df_id=55835&FR_ID=27059&mfc_pref=T&PROXY_ID=6102193&PROXY_TYPE=20,21,78,26.92%
/site/Donation2?56020.donation=form1&idb=1388636265&df_id=56020&FR_ID=27149&mfc_pref=T&PROXY_ID=9634467&PROXY_TYPE=20,21,26,80.77%
/site/Donation2?56020.donation=form1&idb=1891482755&df_id=56020&FR_ID=27149&mfc_pref=T&PROXY_ID=9355265&PROXY_TYPE=20&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,21,23,91.30%
/site/Donation2?57798.donation=form1&idb=374551337&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15419381&PROXY_TYPE=20,21,38,55.26%
/site/Donation2?58752.donation=form1&idb=708615418&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=5548625&PROXY_TYPE=20,21,36,58.33%
/site/Donation2?idb=1011378491&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=8975698&PROXY_TYPE=20&55952.donation=form1,21,55,38.18%
/site/Donation2?idb=103161474&df_id=57957&FR_ID=28428&mfc_pref=T&57957.donation=form1&PROXY_ID=11176104&PROXY_TYPE=20,21,35,60.00%
/site/Donation2?idb=1053412743&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=494135&PROXY_TYPE=22&55952.donation=form1,21,31,67.74%
/site/Donation2?idb=1063525072&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15697829&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,21,30,70.00%
/site/Donation2?idb=1083146959&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=4778234&55820.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=D192C8F763EECDA71E9DE90E190351B2&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,21,25,84.00%
/site/Donation2?idb=1083997468&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=13404540&PROXY_TYPE=20&55952.donation=form1&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,21,40,52.50%
/site/Donation2?idb=1085407560&df_id=57382&FR_ID=27876&mfc_pref=T&PROXY_ID=10103677&PROXY_TYPE=20&57382.donation=form1&s_subsrc=bfDskFbPfPrbdg&s_src=boundlessfundraising,21,24,87.50%
/site/Donation2?idb=1218594375&df_id=56530&56530.donation=form1&FR_ID=27426&mfc_pref=T&PROXY_ID=12419996&PROXY_TYPE=20,21,37,56.76%
/site/Donation2?idb=1235235380&df_id=58830&FR_ID=29059&mfc_pref=T&PROXY_ID=16261784&58830.donation=form1&PROXY_TYPE=20,21,25,84.00%
/site/Donation2?idb=1259672113&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15791083&PROXY_TYPE=20&NONCE_TOKEN=A98F0837307F4A469BF80F05E4E691B9&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,21,38,55.26%
/site/Donation2?idb=1270191014&df_id=55818&FR_ID=27042&mfc_pref=T&PROXY_ID=2312535&PROXY_TYPE=20&55818.donation=form1,21,48,43.75%
/site/Donation2?idb=1271906041&df_id=58284&58284.donation=form1&FR_ID=28897&mfc_pref=T&PROXY_ID=15278263&PROXY_TYPE=20,21,32,65.62%
/site/Donation2?idb=1290779401&df_id=58543&FR_ID=28925&mfc_pref=T&PROXY_ID=15041318&PROXY_TYPE=20&58543.donation=form1,21,36,58.33%
/site/Donation2?idb=1329328465&df_id=57853&FR_ID=28274&mfc_pref=T&PROXY_ID=7873473&PROXY_TYPE=20&57853.donation=form1&NONCE_TOKEN=4989FB66DDB8ECABF994219922D1BA78&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,21,31,67.74%
/site/Donation2?idb=1404527370&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=15179186&55820.donation=form1&PROXY_TYPE=20,21,41,51.22%
/site/Donation2?idb=1447470856&df_id=57897&57897.donation=form1&FR_ID=28311&mfc_pref=T&PROXY_ID=16112562&PROXY_TYPE=20&NONCE_TOKEN=A86055CFBD548459BEBC0025B868823B&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,21,54,38.89%
/site/Donation2?idb=1515498715&df_id=55822&FR_ID=27693&mfc_pref=T&PROXY_ID=15376279&PROXY_TYPE=20&55822.donation=form1,21,29,72.41%
/site/Donation2?idb=1719996204&df_id=55817&FR_ID=27048&mfc_pref=T&PROXY_ID=5190121&PROXY_TYPE=20&55817.donation=form1,21,26,80.77%
/nmssdev/site/SPageServer/?pagename=BIKE_HOM_splash,20,66,30.30%
/site/Donation2?55828.donation=form1&idb=135802205&df_id=55828&FR_ID=27092&mfc_pref=T&PROXY_ID=14962927&PROXY_TYPE=20,20,46,43.48%
/site/Donation2?57061.donation=form1&idb=2021445388&df_id=57061&FR_ID=27871&mfc_pref=T&PROXY_ID=7354218&PROXY_TYPE=20&s_subsrc=bfIphFbPfSched&s_src=boundlessfundraising,20,27,74.07%
/site/Donation2?57677.donation=form1&idb=1453519184&df_id=57677&FR_ID=28104&mfc_pref=T&PROXY_ID=15630800&PROXY_TYPE=20&NONCE_TOKEN=558E1808591F7502FCCD8455A04E7BF0&s_subsrc=bfIphFbPfMsg&s_src=boundlessfundraising,20,27,74.07%
/site/Donation2?57677.donation=form1&idb=295723049&df_id=57677&FR_ID=28104&mfc_pref=T&PROXY_ID=14323122&PROXY_TYPE=20,20,35,57.14%
/site/Donation2?57677.donation=form1&idb=491660904&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=1822904&PROXY_TYPE=20,20,26,76.92%
/site/Donation2?57798.donation=form1&idb=1631368747&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=16198272&PROXY_TYPE=20,20,24,83.33%
/site/Donation2?57798.donation=form1&idb=862773121&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15532293&PROXY_TYPE=20&NONCE_TOKEN=5E31DF00377397743742DAFCC0B243F6,20,55,36.36%
/site/Donation2?58752.donation=form1&idb=475051075&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=16029940&PROXY_TYPE=20&s_redirect=true,20,22,90.91%
/site/Donation2?df_id=55825&PROXY_ID=12449391&PROXY_TYPE=20&FR_ID=27764&s_subsrc=bfAphSmsPfMsg&s_src=boundlessfundraising,20,20,100.00%
/site/Donation2?idb=1006458191&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=11775993&PROXY_TYPE=20,20,28,71.43%
/site/Donation2?idb=1011125862&df_id=57988&FR_ID=28811&mfc_pref=T&PROXY_ID=16199873&57988.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=89C09B2739EB26FBF1940790A7560B0A&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,20,35,57.14%
/site/Donation2?idb=1074935406&df_id=58621&FR_ID=29036&mfc_pref=T&PROXY_ID=1797709&58621.donation=form1&PROXY_TYPE=20&s_subsrc=event-email1-4-pps&s_src=bike-fy17-hom-ret-email,20,33,60.61%
/site/Donation2?idb=1131781332&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=4662491&PROXY_TYPE=20&NONCE_TOKEN=23C1EBDB196F966A8677F6CC49E6BBD6&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,20,36,55.56%
/site/Donation2?idb=1154948533&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=15240089&PROXY_TYPE=20&55825.donation=form1,20,42,47.62%
/site/Donation2?idb=1166359215&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=14484911&PROXY_TYPE=20&s_subsrc=bfDskFbPfPpic&s_src=boundlessfundraising,20,26,76.92%
/site/Donation2?idb=1251443773&57801.donation=form1&df_id=57801&FR_ID=28217&mfc_pref=T&PROXY_ID=14889547&PROXY_TYPE=20&s_subsrc=bfAphFbPfSched&s_src=boundlessfundraising,20,25,80.00%
/site/Donation2?idb=1256791117&df_id=59005&FR_ID=29085&mfc_pref=T&PROXY_ID=14104997&PROXY_TYPE=20&59005.donation=form1&NONCE_TOKEN=073A8BA8FB00DFD147BFE9E89B541BD0&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,20,23,86.96%
/site/Donation2?idb=1285524903&df_id=55807&FR_ID=27037&mfc_pref=T&55807.donation=form1&PROXY_ID=8042469&PROXY_TYPE=20,20,38,52.63%
/site/Donation2?idb=1308575782&df_id=55896&FR_ID=27080&mfc_pref=T&PROXY_ID=15432864&PROXY_TYPE=20&55896.donation=form1&s_src=fb_campaign,20,22,90.91%
/site/Donation2?idb=1315908917&df_id=57382&FR_ID=27876&mfc_pref=T&PROXY_ID=13090819&PROXY_TYPE=20&57382.donation=completed&idb=1315908917,20,20,100.00%
/site/Donation2?idb=1403558223&df_id=58680&58680.donation=form1&FR_ID=29046&mfc_pref=T&PROXY_ID=2738058&PROXY_TYPE=20,20,78,25.64%
/site/Donation2?idb=149670219&df_id=58680&58680.donation=form1&FR_ID=29046&mfc_pref=T&PROXY_ID=15533582&PROXY_TYPE=20&NONCE_TOKEN=DFF056992CFC22F5835EFF4046C948E3,20,31,64.52%
/site/Donation2?idb=1504133964&df_id=57196&FR_ID=27923&mfc_pref=T&PROXY_ID=15358834&PROXY_TYPE=20&57196.donation=form1&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,20,28,71.43%
/site/Donation2?idb=1511507330&df_id=57382&FR_ID=27876&mfc_pref=T&PROXY_ID=15425303&PROXY_TYPE=20&57382.donation=form1&s_subsrc=bfIphFbPfMsg&s_src=boundlessfundraising,20,34,58.82%
/site/Donation2?idb=1649360853&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15603948&PROXY_TYPE=20&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,20,35,57.14%
/nmssdev/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=28065,19,69,27.54%
/site/Donation2?57677.donation=form1&idb=1410931089&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=15630960&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,19,36,52.78%
/site/Donation2?57677.donation=form1&idb=525285826&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=16142171&PROXY_TYPE=20&NONCE_TOKEN=31361912E1F8FFB5B939E19B4A0B630E&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,19,23,82.61%
/site/Donation2?57677.donation=form1&idb=622023683&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=10517041&PROXY_TYPE=20,19,27,70.37%
/site/Donation2?57677.donation=form1&idb=899247313&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=13926323&PROXY_TYPE=20&NONCE_TOKEN=B459685926C95E527E2C8035DCA8DA5B,19,30,63.33%
/site/Donation2?57798.donation=form1&idb=1797996272&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=5556956&PROXY_TYPE=20,19,50,38.00%
"/site/Donation2?57798.donation=form1&idb=943201857&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=14569151&PROXY_TYPE=20&NONCE_TOKEN=85BBC445E1B69D4F9635F835F8462B5D&s_isRegistrationThanks=true,total_amount-$65.00",19,34,55.88%
/site/Donation2?57857.donation=form1&idb=938978034&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=4078322&PROXY_TYPE=20&amp;df_id=57857&amp;FR_ID=28283&amp;PROXY_ID=4078322&57857.donation=root&amp;PROXY_TYPE=20&amp;idb=1741048440&amp;mfc_pref=T,19,57,33.33%
/site/Donation2?58752.donation=form1&idb=1426589896&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=16218329&PROXY_TYPE=20,19,29,65.52%
/site/Donation2?58752.donation=form1&idb=865193647&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=14790073&PROXY_TYPE=20&NONCE_TOKEN=31F8E83CF158D19140BFC0FAC901E779&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,19,19,100.00%
/site/Donation2?idb=1043128832&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=15747335&PROXY_TYPE=20&NONCE_TOKEN=9EEA8412E29F35EAC2C93E78535C6674&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,19,23,82.61%
/site/Donation2?idb=1044173067&df_id=58535&FR_ID=28915&mfc_pref=T&PROXY_ID=16131687&PROXY_TYPE=20&58535.donation=form1,19,41,46.34%
/site/Donation2?idb=1048512607&df_id=58621&FR_ID=29036&mfc_pref=T&PROXY_ID=4341881&58621.donation=form1&PROXY_TYPE=20,19,32,59.38%
/site/Donation2?idb=1055981663&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=14384554&55820.donation=form1&PROXY_TYPE=20,19,30,63.33%
/site/Donation2?idb=1076077343&df_id=58231&FR_ID=28894&mfc_pref=T&58231.donation=form1&PROXY_ID=16248757&PROXY_TYPE=20,19,27,70.37%
/site/Donation2?idb=1086230195&df_id=55830&FR_ID=27060&mfc_pref=T&PROXY_ID=489737&PROXY_TYPE=22&55830.donation=form1,19,51,37.25%
/site/Donation2?idb=1091208890&df_id=57134&FR_ID=27905&mfc_pref=T&PROXY_ID=8728512&PROXY_TYPE=20&57134.donation=form1,19,28,67.86%
/site/Donation2?idb=1099466922&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=8476015&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,19,47,40.43%
/site/Donation2?idb=1139205272&df_id=57991&57991.donation=form1&FR_ID=28813&mfc_pref=T&PROXY_ID=11014405&PROXY_TYPE=20&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,19,20,95.00%
/site/Donation2?idb=1242604666&df_id=57849&FR_ID=28272&mfc_pref=T&PROXY_ID=16079232&PROXY_TYPE=20&57849.donation=form1&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,19,25,76.00%
/site/Donation2?idb=1244559259&df_id=57859&57859.donation=form1&FR_ID=28280&mfc_pref=T&PROXY_ID=15428416&PROXY_TYPE=20&s_subsrc=bfItbFbPfMsg&s_src=boundlessfundraising,19,23,82.61%
/site/Donation2?idb=1310962457&57774.donation=form1&df_id=57774&FR_ID=28197&mfc_pref=T&PROXY_ID=15523646&PROXY_TYPE=20&NONCE_TOKEN=CFF4023B4C19A25BC0EA3C20F11EAC0F,19,25,76.00%
/site/Donation2?idb=1382563921&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=9563982&PROXY_TYPE=20,19,44,43.18%
/site/Donation2?idb=1386470681&df_id=55821&FR_ID=27053&mfc_pref=T&PROXY_ID=14882821&55821.donation=form1&PROXY_TYPE=20,19,29,65.52%
/site/Donation2?idb=1456643098&df_id=58231&FR_ID=28894&mfc_pref=T&58231.donation=form1&PROXY_ID=13702004&PROXY_TYPE=20,19,41,46.34%
/site/Donation2?idb=1626948548&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=12635194&PROXY_TYPE=20&55952.donation=form1,19,40,47.50%
/site/Donation2?57677.donation=form1&idb=718232555&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=15860157&PROXY_TYPE=20,18,38,47.37%
/site/Donation2?57798.donation=form1&idb=1370179649&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=4148938&PROXY_TYPE=20&NONCE_TOKEN=CE5177A50477574B61A424AE0351D35A,18,20,90.00%
/site/Donation2?57798.donation=form1&idb=1629793&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=11402021&PROXY_TYPE=20,18,37,48.65%
/site/Donation2?57798.donation=form1&idb=355677994&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=3014583&PROXY_TYPE=20&NONCE_TOKEN=F27C1CD4C80B303C2024BED6CE57F7F4&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,18,21,85.71%
/site/Donation2?57798.donation=form1&idb=472385164&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=14624725&PROXY_TYPE=20,18,33,54.55%
/site/Donation2?57798.donation=form1&idb=746647106&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=11134824&PROXY_TYPE=20&NONCE_TOKEN=2DF7F4688E56B4CA8A5C31F3DD8ED234,18,26,69.23%
/site/Donation2?58752.donation=form1&idb=1014134267&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=15591398&PROXY_TYPE=20&NONCE_TOKEN=2B6FF3B0C0AE6C4F5C6CF23168F85474,18,37,48.65%
/site/Donation2?58752.donation=form1&idb=864205491&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=9790171&PROXY_TYPE=20&NONCE_TOKEN=40BD5F580DDB615C1586760CB40271F3&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,18,22,81.82%
/site/Donation2?df_id=57798&PROXY_ID=15536621&PROXY_TYPE=20&FR_ID=28216&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,18,24,75.00%
/site/Donation2?idb=1042548724&df_id=55822&FR_ID=27693&mfc_pref=T&PROXY_ID=15428797&PROXY_TYPE=20&55822.donation=form1&s_tafId=464063,18,23,78.26%
/site/Donation2?idb=1064928186&df_id=55754&55754.donation=form1&FR_ID=27190&mfc_pref=T&PROXY_ID=456382&PROXY_TYPE=22,18,30,60.00%
/site/Donation2?idb=1132019983&57799.donation=form1&df_id=57799&FR_ID=28215&mfc_pref=T&PROXY_ID=16210132&PROXY_TYPE=20,18,49,36.73%
